    0.7389844097D-03    0.2789203693D+04    0.6664535742D+01    0.1971500479D+09    0.1976560399D+09
    0.9885674332D-03    0.2789866565D+04    0.6624275644D+01    0.1951604004D+09    0.1946145126D+09
    0.1238171402D-02    0.2789439225D+04    0.6711486749D+01    0.1912431912D+09    0.1920281392D+09
    0.1487785457D-02    0.2789398355D+04    0.6710490562D+01    0.1910418744D+09    0.1918644074D+09
    0.1737410679D-02    0.2789213796D+04    0.6707985969D+01    0.1894905809D+09    0.1903288078D+09
    0.1987039774D-02    0.2789148802D+04    0.6721377694D+01    0.1882501478D+09    0.1891162946D+09
    0.2236667153D-02    0.2789127242D+04    0.6707922785D+01    0.1889940213D+09    0.1898013279D+09
    0.2486295261D-02    0.2789187131D+04    0.6643780042D+01    0.1917931002D+09    0.1924616429D+09
    0.2735931027D-02    0.2789110980D+04    0.6717521393D+01    0.1913158304D+09    0.1922996425D+09
    0.2985574833D-02    0.2789015982D+04    0.6717037028D+01    0.1901736315D+09    0.1913045925D+09
    0.3235225616D-02    0.2788931357D+04    0.6704631772D+01    0.1899493700D+09    0.1910332913D+09
    0.3484884165D-02    0.2788860086D+04    0.6699579209D+01    0.1900301434D+09    0.1912130645D+09
    0.3734550992D-02    0.2788757846D+04    0.6703346975D+01    0.1900698907D+09    0.1912656862D+09
    0.3984227037D-02    0.2788675163D+04    0.6700994847D+01    0.1899701945D+09    0.1911886538D+09
    0.4233910748D-02    0.2788551912D+04    0.6700011380D+01    0.1900397639D+09    0.1913167100D+09
    0.4483603102D-02    0.2788503925D+04    0.6700108557D+01    0.1900598387D+09    0.1913684365D+09
    0.4733306340D-02    0.2788358886D+04    0.6705648096D+01    0.1903929258D+09    0.1918371639D+09
    0.4983023091D-02    0.2788260827D+04    0.6713345523D+01    0.1900827776D+09    0.1914698605D+09
    0.5232780255D-02    0.2788057128D+04    0.6697340705D+01    0.1902236010D+09    0.1916416871D+09
    0.5482938210D-02    0.2787358615D+04    0.6702446086D+01    0.1902149041D+09    0.1916803009D+09
    0.5733448815D-02    0.2779136511D+04    0.6706706258D+01    0.1902449715D+09    0.1916968759D+09
    0.5983589043D-02    0.2779510412D+04    0.6705581325D+01    0.1901178453D+09    0.1915993440D+09
    0.6233348965D-02    0.2787378193D+04    0.6696549665D+01    0.1900717320D+09    0.1917005138D+09
    0.6483069610D-02    0.2787975933D+04    0.6706011313D+01    0.1903674683D+09    0.1919502069D+09
    0.6732771185D-02    0.2788255085D+04    0.6698470561D+01    0.1901628425D+09    0.1917691206D+09
    0.6982459845D-02    0.2788401768D+04    0.6698849933D+01    0.1902365375D+09    0.1919031381D+09
    0.7232136152D-02    0.2788543554D+04    0.6698528788D+01    0.1901832097D+09    0.1919178880D+09
    0.7481801257D-02    0.2788677674D+04    0.6697246450D+01    0.1901757979D+09    0.1919602056D+09
    0.7731456003D-02    0.2788793789D+04    0.6696889818D+01    0.1902021413D+09    0.1920285438D+09
    0.7981101383D-02    0.2788909113D+04    0.6687798805D+01    0.1900996373D+09    0.1919481587D+09
    0.8230738520D-02    0.2789003057D+04    0.6696789288D+01    0.1902951284D+09    0.1921388884D+09
    0.8480368420D-02    0.2789093273D+04    0.6691281984D+01    0.1901147677D+09    0.1919569522D+09
    0.8729992329D-02    0.2789164774D+04    0.6702173444D+01    0.1903503816D+09    0.1922295884D+09
    0.8979610944D-02    0.2789227177D+04    0.6697025881D+01    0.1901520849D+09    0.1919983383D+09
    0.9229225420D-02    0.2789283054D+04    0.6709123200D+01    0.1904558401D+09    0.1922871051D+09
    0.9478836733D-02    0.2789319686D+04    0.6703485247D+01    0.1902393424D+09    0.1920509986D+09
    0.9728445327D-02    0.2789353755D+04    0.6710280701D+01    0.1904133393D+09    0.1922825055D+09
    0.9978052174D-02    0.2789380432D+04    0.6714541979D+01    0.1904875519D+09    0.1923863412D+09
    0.1022765757D-01    0.2789392821D+04    0.6705090045D+01    0.1904721028D+09    0.1922729976D+09
    0.1047726273D-01    0.2789412785D+04    0.6701423946D+01    0.1908486468D+09    0.1925981093D+09
    0.1072686794D-01    0.2789398342D+04    0.6685314042D+01    0.1905240378D+09    0.1923692621D+09
    0.1097647245D-01    0.2789411319D+04    0.6679930336D+01    0.1907558740D+09    0.1927825979D+09
    0.1122607579D-01    0.2789414158D+04    0.6688713625D+01    0.1903352001D+09    0.1927296883D+09
    0.1147567708D-01    0.2789437527D+04    0.6685034651D+01    0.1901720062D+09    0.1930358042D+09
