    0.1810999360D+01    0.8889097946D+04    0.1000324696D+05    0.1523141897D+12    0.0000000000D+00
    0.1819351008D+01    0.8842056554D+04    0.1000384773D+05    0.1522788846D+12    0.0000000000D+00
    0.1827703475D+01    0.8795264733D+04    0.1000443443D+05    0.1522445923D+12    0.0000000000D+00
    0.1836056695D+01    0.8748849111D+04    0.1000500477D+05    0.1522114386D+12    0.0000000000D+00
    0.1844410598D+01    0.8702935236D+04    0.1000555663D+05    0.1521795401D+12    0.0000000000D+00
    0.1852765109D+01    0.8657647250D+04    0.1000608797D+05    0.1521490043D+12    0.0000000000D+00
    0.1861120149D+01    0.8613107572D+04    0.1000659693D+05    0.1521199285D+12    0.0000000000D+00
    0.1869475638D+01    0.8569436575D+04    0.1000708178D+05    0.1520924002D+12    0.0000000000D+00
    0.1877831490D+01    0.8526752285D+04    0.1000754096D+05    0.1520664962D+12    0.0000000000D+00
    0.1886187621D+01    0.8485170066D+04    0.1000797307D+05    0.1520422833D+12    0.0000000000D+00
    0.1894543941D+01    0.8444802326D+04    0.1000837687D+05    0.1520198175D+12    0.0000000000D+00
    0.1902900364D+01    0.8405758226D+04    0.1000875132D+05    0.1519991447D+12    0.0000000000D+00
    0.1911256800D+01    0.8368143392D+04    0.1000909551D+05    0.1519803007D+12    0.0000000000D+00
    0.1919613160D+01    0.8332059640D+04    0.1000940873D+05    0.1519633115D+12    0.0000000000D+00
    0.1927969356D+01    0.8297604708D+04    0.1000969042D+05    0.1519481934D+12    0.0000000000D+00
    0.1936325301D+01    0.8264872002D+04    0.1000994020D+05    0.1519349538D+12    0.0000000000D+00
    0.1944680909D+01    0.8233950343D+04    0.1001015784D+05    0.1519235915D+12    0.0000000000D+00
    0.1953036097D+01    0.8204923734D+04    0.1001034325D+05    0.1519140970D+12    0.0000000000D+00
    0.1961390783D+01    0.8177871135D+04    0.1001049649D+05    0.1519064532D+12    0.0000000000D+00
    0.1969744890D+01    0.8152866250D+04    0.1001061778D+05    0.1519006360D+12    0.0000000000D+00
    0.1978098343D+01    0.8129977327D+04    0.1001070744D+05    0.1518966148D+12    0.0000000000D+00
    0.1986451070D+01    0.8109266972D+04    0.1001076592D+05    0.1518943529D+12    0.0000000000D+00
    0.1994803003D+01    0.8090791982D+04    0.1001079379D+05    0.1518938086D+12    0.0000000000D+00
    0.2003154081D+01    0.8074603178D+04    0.1001079169D+05    0.1518949353D+12    0.0000000000D+00
    0.2011504244D+01    0.8060745275D+04    0.1001076038D+05    0.1518976820D+12    0.0000000000D+00
    0.2019853438D+01    0.8049256745D+04    0.1001070070D+05    0.1519019944D+12    0.0000000000D+00
    0.2028201613D+01    0.8040169715D+04    0.1001061354D+05    0.1519078151D+12    0.0000000000D+00
    0.2036548725D+01    0.8033509869D+04    0.1001049988D+05    0.1519150842D+12    0.0000000000D+00
    0.2044894736D+01    0.8029296372D+04    0.1001036074D+05    0.1519237395D+12    0.0000000000D+00
    0.2053239612D+01    0.8027541808D+04    0.1001019716D+05    0.1519337178D+12    0.0000000000D+00
    0.2061583322D+01    0.8028252156D+04    0.1001001026D+05    0.1519449545D+12    0.0000000000D+00
    0.2069925845D+01    0.8028574416D+04    0.1000980115D+05    0.1519573848D+12    0.0000000000D+00
    0.2078267162D+01    0.8032590227D+04    0.1000957098D+05    0.1519709435D+12    0.0000000000D+00
    0.2086607259D+01    0.8039057781D+04    0.1000932091D+05    0.1519855655D+12    0.0000000000D+00
    0.2094946130D+01    0.8047959182D+04    0.1000905209D+05    0.1520011866D+12    0.0000000000D+00
    0.2103283770D+01    0.8059269933D+04    0.1000876566D+05    0.1520177435D+12    0.0000000000D+00
    0.2111620183D+01    0.8072959009D+04    0.1000846278D+05    0.1520351740D+12    0.0000000000D+00
    0.2119955376D+01    0.8088988943D+04    0.1000814456D+05    0.1520534177D+12    0.0000000000D+00
    0.2128289361D+01    0.8107315918D+04    0.1000781211D+05    0.1520724160D+12    0.0000000000D+00
    0.2136622155D+01    0.8127889891D+04    0.1000746651D+05    0.1520921123D+12    0.0000000000D+00
    0.2144953780D+01    0.8150654720D+04    0.1000710881D+05    0.1521124525D+12    0.0000000000D+00
    0.2153284261D+01    0.8175548321D+04    0.1000674002D+05    0.1521333845D+12    0.0000000000D+00
    0.2161613628D+01    0.8202502835D+04    0.1000636112D+05    0.1521548593D+12    0.0000000000D+00
    0.2169941913D+01    0.8231444808D+04    0.1000597303D+05    0.1521768303D+12    0.0000000000D+00
    0.2178269154D+01    0.8262295396D+04    0.1000557667D+05    0.1521992538D+12    0.0000000000D+00
    0.2186595390D+01    0.8294970576D+04    0.1000517288D+05    0.1522220886D+12    0.0000000000D+00
    0.2194920663D+01    0.8329381378D+04    0.1000476247D+05    0.1522452966D+12    0.0000000000D+00
    0.2203245019D+01    0.8365434124D+04    0.1000434620D+05    0.1522688424D+12    0.0000000000D+00
    0.2211568505D+01    0.8403030685D+04    0.1000392480D+05    0.1522926929D+12    0.0000000000D+00
    0.2219891169D+01    0.8442068750D+04    0.1000349895D+05    0.1523168179D+12    0.0000000000D+00
    0.2228213062D+01    0.8482442102D+04    0.1000306929D+05    0.1523411892D+12    0.0000000000D+00
    0.2236534234D+01    0.8524040907D+04    0.1000263642D+05    0.1523657809D+12    0.0000000000D+00
    0.2244854738D+01    0.8566752014D+04    0.1000220092D+05    0.1523905689D+12    0.0000000000D+00
    0.2253174625D+01    0.8610459256D+04    0.1000176334D+05    0.1524155303D+12    0.0000000000D+00
    0.2261493947D+01    0.8655043770D+04    0.1000132419D+05    0.1524406440D+12    0.0000000000D+00
    0.2269812756D+01    0.8700384313D+04    0.1000088397D+05    0.1524658891D+12    0.0000000000D+00
    0.2278131103D+01    0.8746357588D+04    0.1000044318D+05    0.1524912454D+12    0.0000000000D+00
    0.2286449038D+01    0.8792838576D+04    0.1000000230D+05    0.1525166927D+12    0.0000000000D+00
    0.2294766609D+01    0.8839700869D+04    0.9999561804D+04    0.1525422103D+12    0.0000000000D+00
    0.2303083863D+01    0.8886817007D+04    0.9999122186D+04    0.1525677765D+12    0.0000000000D+00
    0.2311400846D+01    0.8934058817D+04    0.9998683944D+04    0.1525933682D+12    0.0000000000D+00
    0.2319717602D+01    0.8981297755D+04    0.9998247593D+04    0.1526189606D+12    0.0000000000D+00
    0.2328034171D+01    0.9028405244D+04    0.9997813676D+04    0.1526445262D+12    0.0000000000D+00
    0.2336350594D+01    0.9075253019D+04    0.9997382765D+04    0.1526700352D+12    0.0000000000D+00
    0.2344666907D+01    0.9121713463D+04    0.9996955466D+04    0.1526954543D+12    0.0000000000D+00
    0.2352983146D+01    0.9167659948D+04    0.9996532428D+04    0.1527207467D+12    0.0000000000D+00
    0.2361299343D+01    0.9212967169D+04    0.9996114343D+04    0.1527458717D+12    0.0000000000D+00
    0.2369615528D+01    0.9257511478D+04    0.9995701952D+04    0.1527707843D+12    0.0000000000D+00
    0.2377931731D+01    0.9301171214D+04    0.9995296046D+04    0.1527954353D+12    0.0000000000D+00
    0.2386247977D+01    0.9343827024D+04    0.9994897471D+04    0.1528197706D+12    0.0000000000D+00
    0.2394564291D+01    0.9385362188D+04    0.9994507124D+04    0.1528437316D+12    0.0000000000D+00
    0.2402880695D+01    0.9425662926D+04    0.9994125959D+04    0.1528672548D+12    0.0000000000D+00
    0.2411197212D+01    0.9464618711D+04    0.9993754980D+04    0.1528902721D+12    0.0000000000D+00
    0.2419513861D+01    0.9502122566D+04    0.9993395243D+04    0.1529127107D+12    0.0000000000D+00
    0.2427830662D+01    0.9538071358D+04    0.9993047853D+04    0.1529344936D+12    0.0000000000D+00
    0.2436147632D+01    0.9572366074D+04    0.9992713957D+04    0.1529555397D+12    0.0000000000D+00
    0.2444464789D+01    0.9604912105D+04    0.9992394744D+04    0.1529757642D+12    0.0000000000D+00
    0.2452782150D+01    0.9635619499D+04    0.9992091434D+04    0.1529950792D+12    0.0000000000D+00
    0.2461099734D+01    0.9664403220D+04    0.9991805275D+04    0.1530133942D+12    0.0000000000D+00
    0.2469417557D+01    0.9691183384D+04    0.9991537535D+04    0.1530306165D+12    0.0000000000D+00
    0.2477735637D+01    0.9715885491D+04    0.9991289491D+04    0.1530466523D+12    0.0000000000D+00
    0.2486053993D+01    0.9738440635D+04    0.9991062426D+04    0.1530614071D+12    0.0000000000D+00
    0.2494372646D+01    0.9758785706D+04    0.9990857612D+04    0.1530747869D+12    0.0000000000D+00
    0.2502691616D+01    0.9776863577D+04    0.9990676307D+04    0.1530866986D+12    0.0000000000D+00
    0.2511010926D+01    0.9792623275D+04    0.9990519741D+04    0.1530970513D+12    0.0000000000D+00
    0.2519330598D+01    0.9806020137D+04    0.9990389107D+04    0.1531057569D+12    0.0000000000D+00
    0.2527650660D+01    0.9817015945D+04    0.9990285546D+04    0.1531127316D+12    0.0000000000D+00
    0.2535971138D+01    0.9825579056D+04    0.9990210142D+04    0.1531178962D+12    0.0000000000D+00
    0.2544292061D+01    0.9831684498D+04    0.9990163905D+04    0.1531211775D+12    0.0000000000D+00
    0.2552613460D+01    0.9835314063D+04    0.9990147763D+04    0.1531225092D+12    0.0000000000D+00
    0.2560935368D+01    0.9836456375D+04    0.9990162549D+04    0.1531218324D+12    0.0000000000D+00
    0.2569257819D+01    0.9831535831D+04    0.9990208990D+04    0.1531190970D+12    0.0000000000D+00
    0.2577580849D+01    0.9825520127D+04    0.9990287695D+04    0.1531142621D+12    0.0000000000D+00
    0.2585904496D+01    0.9817045861D+04    0.9990399150D+04    0.1531072972D+12    0.0000000000D+00
    0.2594228799D+01    0.9806137906D+04    0.9990543705D+04    0.1530981825D+12    0.0000000000D+00
    0.2602553798D+01    0.9792827849D+04    0.9990721566D+04    0.1530869097D+12    0.0000000000D+00
    0.2610879533D+01    0.9777153887D+04    0.9990932783D+04    0.1530734822D+12    0.0000000000D+00
    0.2619206045D+01    0.9759160704D+04    0.9991177249D+04    0.1530579159D+12    0.0000000000D+00
    0.2627533377D+01    0.9738899335D+04    0.9991454686D+04    0.1530402391D+12    0.0000000000D+00
    0.2635861569D+01    0.9716427005D+04    0.9991764649D+04    0.1530204927D+12    0.0000000000D+00
    0.2644190661D+01    0.9691806955D+04    0.9992106513D+04    0.1529987303D+12    0.0000000000D+00
    0.2652520693D+01    0.9665108254D+04    0.9992479476D+04    0.1529750182D+12    0.0000000000D+00
    0.2660851703D+01    0.9636405588D+04    0.9992882559D+04    0.1529494347D+12    0.0000000000D+00
    0.2669183726D+01    0.9605779043D+04    0.9993314603D+04    0.1529220706D+12    0.0000000000D+00
    0.2677516796D+01    0.9573313867D+04    0.9993774272D+04    0.1528930275D+12    0.0000000000D+00
    0.2685850943D+01    0.9539100218D+04    0.9994260062D+04    0.1528624183D+12    0.0000000000D+00
    0.2694186193D+01    0.9503232908D+04    0.9994770300D+04    0.1528303660D+12    0.0000000000D+00
    0.2702522572D+01    0.9465811115D+04    0.9995303156D+04    0.1527970024D+12    0.0000000000D+00
    0.2710860096D+01    0.9426937716D+04    0.9995856647D+04    0.1527624686D+12    0.0000000000D+00
    0.2719198780D+01    0.9386720079D+04    0.9996428664D+04    0.1527269116D+12    0.0000000000D+00
    0.2727538633D+01    0.9345268751D+04    0.9997016970D+04    0.1526904853D+12    0.0000000000D+00
    0.2735879659D+01    0.9302697489D+04    0.9997619216D+04    0.1526533483D+12    0.0000000000D+00
    0.2744221857D+01    0.9259122929D+04    0.9998232961D+04    0.1526156632D+12    0.0000000000D+00
    0.2752565217D+01    0.9214664270D+04    0.9998855686D+04    0.1525775949D+12    0.0000000000D+00
    0.2760909726D+01    0.9169442945D+04    0.9999484813D+04    0.1525393096D+12    0.0000000000D+00
    0.2769255365D+01    0.9123582296D+04    0.1000011772D+05    0.1525009734D+12    0.0000000000D+00
    0.2777602107D+01    0.9077207243D+04    0.1000075178D+05    0.1524627513D+12    0.0000000000D+00
    0.2785949918D+01    0.9030443951D+04    0.1000138433D+05    0.1524248057D+12    0.0000000000D+00
    0.2794298762D+01    0.8983419495D+04    0.1000201277D+05    0.1523872951D+12    0.0000000000D+00
    0.2802648593D+01    0.8936261528D+04    0.1000263449D+05    0.1523503738D+12    0.0000000000D+00
    0.2810999360D+01    0.8889097946D+04    0.1000324696D+05    0.1523141897D+12    0.0000000000D+00
