0.000683911 0.2786617644991987E+04 -0.8013051501031885E+01 0.6651864287754744E-01 1.82819e+08
0.000746405 0.2783909740066582E+04 -0.4780285498259826E+01 0.2533390826198631E-01 1.99714e+08
0.000808932 0.2783676334497764E+04 -0.4780424618462829E+01 0.2514740933962898E-01 1.9953e+08
0.000871464 0.2783487840126568E+04 -0.4780422643274760E+01 0.2497242593327261E-01 1.99358e+08
0.000933998 0.2783484093444022E+04 -0.4780432849793546E+01 0.2481417170215166E-01 1.99203e+08
0.000996532 0.2783486472459230E+04 -0.4780440050935425E+01 0.2467505641281391E-01 1.99067e+08
0.00105907 0.2783442317114796E+04 -0.4780448765028881E+01 0.2455705514902685E-01 1.98952e+08
0.0011216 0.2783410454529207E+04 -0.4780455424938109E+01 0.2445959449621134E-01 1.98857e+08
0.00118414 0.2783385625708635E+04 -0.4780461827974969E+01 0.2437898367751461E-01 1.98779e+08
0.00124667 0.2783377845140797E+04 -0.4780467851968146E+01 0.2430987954667288E-01 1.98713e+08
0.00130921 0.2783372661051666E+04 -0.4780474530146531E+01 0.2424876757650359E-01 1.98655e+08
0.00137175 0.2783374702077299E+04 -0.4780482096213740E+01 0.2419366646432997E-01 1.98603e+08
0.00143428 0.2783376397025712E+04 -0.4780490811293456E+01 0.2414263559548220E-01 1.98554e+08
0.00149682 0.2783382999375724E+04 -0.4780500690814019E+01 0.2409660679223819E-01 1.98511e+08
0.00155936 0.2783386646699399E+04 -0.4780511537526751E+01 0.2405654524592452E-01 1.98474e+08
0.00162189 0.2783393851787572E+04 -0.4780523293050671E+01 0.2402310659823065E-01 1.98444e+08
0.00168443 0.2783397947357864E+04 -0.4780535835111767E+01 0.2399501917788545E-01 1.98419e+08
0.00174696 0.2783404483579954E+04 -0.4780549342383688E+01 0.2397206118951390E-01 1.98399e+08
0.0018095 0.2783407967653069E+04 -0.4780563960401697E+01 0.2395309401327711E-01 1.98382e+08
0.00187204 0.2783413619973886E+04 -0.4780579998043004E+01 0.2393723842682750E-01 1.98369e+08
0.00193457 0.2783416160706961E+04 -0.4780597570130864E+01 0.2392445677251432E-01 1.98359e+08
0.00199711 0.2783421212111281E+04 -0.4780616750584352E+01 0.2391404990580924E-01 1.98352e+08
0.00205964 0.2783422902739873E+04 -0.4780637327791135E+01 0.2390488754362015E-01 1.98345e+08
0.00212218 0.2783427007032986E+04 -0.4780659036659880E+01 0.2389796455881303E-01 1.98341e+08
0.00218471 0.2783428562858511E+04 -0.4780681471178387E+01 0.2389364162866155E-01 1.9834e+08
0.00224725 0.2783431659135543E+04 -0.4780704334289577E+01 0.2389127655057569E-01 1.9834e+08
0.00230978 0.2783432465118015E+04 -0.4780727422497289E+01 0.2388746295139242E-01 1.98339e+08
0.00237232 0.2783434982138776E+04 -0.4780750774361874E+01 0.2388036877100685E-01 1.98335e+08
0.00243485 0.2783434544559618E+04 -0.4780774602990103E+01 0.2387180138170793E-01 1.98329e+08
0.00249739 0.2783436522637007E+04 -0.4780799312184250E+01 0.2386467267894464E-01 1.98325e+08
0.00255992 0.2783435777980283E+04 -0.4780825363232163E+01 0.2385892399970104E-01 1.98322e+08
0.00262246 0.2783436866302442E+04 -0.4780853212497480E+01 0.2385390756862919E-01 1.9832e+08
0.00268499 0.2783435440012050E+04 -0.4780883199493976E+01 0.2384895519443288E-01 1.98318e+08
0.00274753 0.2783436293905831E+04 -0.4780915487623527E+01 0.2384446261207741E-01 1.98316e+08
0.00281006 0.2783433990488903E+04 -0.4780950047421317E+01 0.2384072050169081E-01 1.98316e+08
0.0028726 0.2783434098465962E+04 -0.4780986645603193E+01 0.2383775332367568E-01 1.98316e+08
0.00293513 0.2783431631882970E+04 -0.4781024929558463E+01 0.2383554559227393E-01 1.98316e+08
0.00299767 0.2783430825161955E+04 -0.4781064445656598E+01 0.2383391207041410E-01 1.98318e+08
0.00306021 0.2783427690756725E+04 -0.4781104769357684E+01 0.2383205582066316E-01 1.98319e+08
0.00312274 0.2783426478522121E+04 -0.4781145493965330E+01 0.2383074619060674E-01 1.9832e+08
0.00318528 0.2783422446901863E+04 -0.4781186357957230E+01 0.2383007923063930E-01 1.98323e+08
0.00324781 0.2783420611697290E+04 -0.4781227151534894E+01 0.2382993452930036E-01 1.98325e+08
0.00331035 0.2783415863366602E+04 -0.4781267842535721E+01 0.2383036725334236E-01 1.98329e+08
0.00337288 0.2783413265693010E+04 -0.4781308416045319E+01 0.2383086052081849E-01 1.98332e+08
0.00343542 0.2783407754603958E+04 -0.4781349033220297E+01 0.2383120143339484E-01 1.98335e+08
0.00349795 0.2783404218078917E+04 -0.4781389844437784E+01 0.2383202086371768E-01 1.98339e+08
0.00356049 0.2783397777583816E+04 -0.4781431198803993E+01 0.2383335459653206E-01 1.98343e+08
0.00362303 0.2783393652838254E+04 -0.4781473409078195E+01 0.2383503723069305E-01 1.98348e+08
0.00368556 0.2783385926401653E+04 -0.4781516992913167E+01 0.2383728720859445E-01 1.98353e+08
0.0037481 0.2783380450494735E+04 -0.4781562316146214E+01 0.2383939710072280E-01 1.98358e+08
0.00381063 0.2783371912680364E+04 -0.4781609841413872E+01 0.2384133912349409E-01 1.98363e+08
0.00387317 0.2783365146335315E+04 -0.4781659690173713E+01 0.2384366102657108E-01 1.98368e+08
0.00393571 0.2783354843439872E+04 -0.4781711950927224E+01 0.2384648523666974E-01 1.98374e+08
0.00399825 0.2783346670909766E+04 -0.4781766240080303E+01 0.2384965495191135E-01 1.9838e+08
0.00406078 0.2783334765611493E+04 -0.4781822231389328E+01 0.2385333685672452E-01 1.98387e+08
0.00412332 0.2783324788877097E+04 -0.4781879228592952E+01 0.2385669100201190E-01 1.98393e+08
0.00418586 0.2783310459311900E+04 -0.4781936913002947E+01 0.2385977275696264E-01 1.98399e+08
0.0042484 0.2783298110629233E+04 -0.4781994789504220E+01 0.2386328108562680E-01 1.98406e+08
0.00431093 0.2783281614571709E+04 -0.4782053013357085E+01 0.2386734112148070E-01 1.98413e+08
0.00437347 0.2783266674628289E+04 -0.4782111545594340E+01 0.2387168983179837E-01 1.9842e+08
0.00443601 0.2783246301093872E+04 -0.4782170999295716E+01 0.2387646979601733E-01 1.98428e+08
0.00449855 0.2783227324747632E+04 -0.4782231421508869E+01 0.2388095662222257E-01 1.98435e+08
0.00456109 0.2783202684149878E+04 -0.4782293406169299E+01 0.2388517673235945E-01 1.98443e+08
0.00462363 0.2783179110885552E+04 -0.4782356623145340E+01 0.2388984316492784E-01 1.9845e+08
0.00468617 0.2783148501534286E+04 -0.4782421401072804E+01 0.2389488792990604E-01 1.98458e+08
0.00474872 0.2783117477890863E+04 -0.4782487059399720E+01 0.2389997946356306E-01 1.98467e+08
0.00481126 0.2783077932843765E+04 -0.4782553795665337E+01 0.2390535558507357E-01 1.98475e+08
0.0048738 0.2783036380551811E+04 -0.4782621174007723E+01 0.2391055731661566E-01 1.98483e+08
0.00493635 0.2782983807506259E+04 -0.4782688599317886E+01 0.2391543241424903E-01 1.98491e+08
0.00499889 0.2782925970304183E+04 -0.4782758289031641E+01 0.2392069934752034E-01 1.985e+08
0.00506144 0.2782852645178180E+04 -0.4782821854714396E+01 0.2392640483965379E-01 1.98508e+08
0.00512399 0.2782768060699517E+04 -0.4782902066624693E+01 0.2393185658327567E-01 1.98517e+08
0.00518654 0.2782658895371259E+04 -0.4782933144431607E+01 0.2393847803111030E-01 1.98526e+08
0.00524909 0.2782526014264774E+04 -0.4783091191524344E+01 0.2394268096182499E-01 1.98535e+08
0.00531165 0.2782345595297488E+04 -0.4782892225378518E+01 0.2395260707176242E-01 1.98543e+08
0.00537421 0.2782107124573201E+04 -0.4783619748039107E+01 0.2394550793282954E-01 1.98552e+08
0.00543678 0.2781744881779839E+04 -0.4781704771340383E+01 0.2398356344291598E-01 1.98561e+08
0.00549936 0.2781153585711159E+04 -0.4786237695028247E+01 0.2389015101994820E-01 1.98569e+08
0.00556197 0.2779683714214182E+04 -0.4770167023918080E+01 0.2411762121535205E-01 1.98581e+08
0.00562467 0.2772522783913034E+04 -0.4799224566547610E+01 0.2402418376220611E-01 1.98583e+08
0.00568745 0.2772518638298751E+04 -0.4767794044221978E+01 0.2403241878233000E-01 1.98595e+08
0.00575015 0.2779687466676389E+04 -0.4796928682656957E+01 0.2413454043467809E-01 1.98609e+08
0.00581275 0.2781155115047915E+04 -0.4780869353992340E+01 0.2392246572072280E-01 1.98619e+08
0.00587533 0.2781750462420729E+04 -0.4785491316283836E+01 0.2402746504649926E-01 1.9863e+08
0.0059379 0.2782111089877618E+04 -0.4783650766702607E+01 0.2400172951195801E-01 1.9864e+08
0.00600046 0.2782352502683603E+04 -0.4784466535013953E+01 0.2402083504929791E-01 1.98651e+08
0.00606302 0.2782533101788968E+04 -0.4784344531014589E+01 0.2402137013992395E-01 1.9866e+08
0.00612557 0.2782667277941535E+04 -0.4784570833298124E+01 0.2402855529983867E-01 1.98669e+08
0.00618812 0.2782777758026453E+04 -0.4784655384847495E+01 0.2403382143694324E-01 1.98679e+08
0.00625067 0.2782863220022833E+04 -0.4784774920718293E+01 0.2404036030602253E-01 1.98689e+08
0.00631322 0.2782937967012695E+04 -0.4784864784579893E+01 0.2404690720275009E-01 1.98699e+08
0.00637577 0.2782996816625862E+04 -0.4784950477180464E+01 0.2405399268384566E-01 1.98709e+08
0.00643831 0.2783050636203384E+04 -0.4785027144524669E+01 0.2405989589809681E-01 1.98717e+08
0.00650085 0.2783093336629958E+04 -0.4785100639758909E+01 0.2406608198068474E-01 1.98726e+08
0.0065634 0.2783134074439722E+04 -0.4785173924612084E+01 0.2407263953025781E-01 1.98736e+08
0.00662594 0.2783166395982689E+04 -0.4785249566387360E+01 0.2407939516232090E-01 1.98745e+08
0.00668848 0.2783198145913738E+04 -0.4785330059599930E+01 0.2408621781390945E-01 1.98755e+08
0.00675102 0.2783223104741846E+04 -0.4785416131038399E+01 0.2409304674266639E-01 1.98765e+08
0.00681356 0.2783248817350586E+04 -0.4785508549702817E+01 0.2409873856789162E-01 1.98774e+08
0.0068761 0.2783269205934202E+04 -0.4785606549112853E+01 0.2410469870844130E-01 1.98783e+08
